Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
XNR_RS30570,0.003350198900838735,-0.021461169636011173,0.015291332767959123,-0.013495811843822753,-0.002908931308193799,-0.0013679246566179431,-0.0029669844680429653,-0.022315232830202588,-0.03979896198253661,0.013240407224049006,-0.042816105255353606,0.010195229841591264,0.0158072104775894,-0.014247721668669618,-0.004708346906040151,-0.009760368113907984,-0.0007806179761278277,0.003257586376271892,-0.018943298838886298,-0.00024274663768528393
XNR_RS00005,0.005132270605551242,-0.014936474694796153,0.008789104449848227,-0.006768293385349523,-0.0020224894783575655,0.00604260031880838,0.0008256937393159265,-0.021803399535255258,-0.034098319718824675,0.013145319737402355,-0.049645816852573875,0.015360136236415791,0.01273376577068025,-0.0027825894645686837,-0.01255671482814362,-0.008268493819659049,-0.0006104094918185928,0.005642108633962563,-0.03157228877157177,-0.004873368423090216
XNR_RS00010,-0.008064358116476333,-0.00013917853467813895,-0.000489431814400541,-0.01762631855424229,-0.012974908410135067,-0.0033638735731795623,0.019464295176517668,0.019626805899442462,0.0037307415114811423,0.05749876943143879,0.0067516726913616,-0.0014432416274089389,0.022974693289959554,0.0026669358746589573,0.02317873433069179,-0.002007648261685537,-0.0035079338587246356,0.013571343977072214,-0.009382670209550643,0.003493352254731729
XNR_RS00015,0.0014316770425691525,-0.002920843816769512,0.004950058281531213,0.002050602831339868,0.004027677988868592,-0.000361539887337711,-0.004148383154939146,0.0006741331051570861,0.007222254042671785,0.0237529486724977,-0.018795024327364584,-0.0031413739677063858,-0.0014555087310305203,-0.005650779997348792,-0.004731462428092806,0.0013070414554684799,-0.009018115069510326,0.00470224958086024,-0.007365466085807065,0.004234271083653165
XNR_RS00020,0.001997308657568446,-0.008644260619177703,0.0062688542912475685,-0.017512347664164284,-0.025753403229615196,-0.005695541385010908,-0.0015033105087989087,-0.0033571856389110265,0.006577807990117952,0.024686084438352775,-0.0292650582791779,-0.012911543624571906,0.013189569935904408,-0.010121814774512128,0.0028038410163924725,0.0009134068353348439,-0.0026081202609382886,0.007028557200189416,-0.02757220420644831,0.006764215465098001
XNR_RS00025,0.0005921631346993699,-0.006297877526852212,0.007228483249361167,-0.011031171969566943,-0.026120174736462175,-0.004049284482106404,-0.001148775815935559,-0.0040143577043546385,0.005226484607291158,0.020541792516506438,-0.03285792594290426,-0.01200001802306552,0.0067915355453976355,-0.008537195345524643,0.002759389752292816,0.0041622258361543605,-0.004341928640197804,0.011974438842931612,-0.021084700618997972,0.003701819629255677
XNR_RS00030,9.998815546762532e-05,0.008525678697686345,-0.006410371099771119,-0.011747304814454932,-0.020301088474507064,0.020460257087939554,0.015991347903358235,-0.0022946946103579173,-0.002830401100767626,0.02495551463909441,-0.023586310087461176,-0.013415345190823127,0.004641512620711035,0.000483428153208836,0.018937205899281613,-0.004173171680392709,-0.006100790065927957,-0.013046565823547043,-0.006035692919356809,0.005152960929875407
XNR_RS00035,-0.001107393348035725,-0.02452304020169283,0.00526547505250578,0.01872189667199368,-0.02468055595977114,-0.001156057675059933,-0.021425385877679927,-0.004043494599972799,0.007465517224080056,-0.002382472343325947,-0.013442909717183524,0.003260072641447412,-0.009681252855217697,-0.01026617783687087,0.008184439961113774,0.008141784316063317,-0.011946577047982847,0.022609618520052097,0.0044774466737647275,-0.02042105887385905
XNR_RS00040,-0.002481777040551772,-0.022431785485556466,0.006444434222602538,0.01881469397522267,-0.029374781549245152,-0.005894685508032713,-0.02017973944856978,0.0013687968820863758,0.002685380853383096,-0.007695555459495901,-0.006737170055235136,0.0035748041632396622,-0.016321058983973548,-0.006804335552534778,0.011991290052212542,0.010788887959089373,-0.012384852883360114,0.019599793311852222,0.009193899744100854,-0.022157563301268394
XNR_RS00045,-0.0019041327868741156,-0.01549527979019109,0.0045543756692996385,0.02651438572394297,-0.03132030566670671,-0.005728119837069514,-0.021731940088316307,0.002049169123387235,0.004178498348271348,-0.005143446394866841,0.002211746880927623,0.005913620971276307,-0.012801986752130316,-0.003139258613372141,0.01156395901365172,0.008869538195903632,-0.011095253122119775,0.021263363226777753,0.011038059423134017,-0.022516101048591017
XNR_RS00050,-0.002085499940979363,-0.01654189019920725,0.00032154992566441894,0.0032428064011245333,-0.007455470000522131,-0.006780994043481825,-0.016362122232418314,0.0009620486124393868,0.020035449986240076,-0.015449753649037558,-0.016967862165423186,0.0006018903815258519,-0.0018062752617472783,-0.011072955383876051,0.008132109293780623,0.010780631779181031,-0.02118551229523919,0.03438830936719634,0.004617114390629668,-0.03170026430544631
XNR_RS00055,-0.0011548383811370037,0.0008800074300209555,-0.002792776213422712,0.004378767108615566,-0.0042222649062187015,-0.000903597754675705,-0.003943515047970332,0.0034224823126328156,-0.00012985720024055562,-0.002957267688465987,-0.010493873743628219,-0.0011827515424064903,-0.002429255808986363,0.0007719835667290733,-0.006718454320176873,-0.0018659387904035128,-0.0011699878424293111,-0.0037817268500787617,-0.0028943221543930977,0.004333725687519331
