Geneid,0,1,2,3,4,5,6,7,8,9
XNR_RS30570,-0.033934731316482954,0.004778856849441372,0.003682924972621325,0.0009830355197546236,-0.01596414357545196,-0.007251123453780599,-0.004925125886222321,-0.0009048535677192175,-0.005781988240201691,0.009085245822156817
XNR_RS00005,-0.033911210669824485,0.004877016740500939,0.012268354581506347,-0.0023605911589423827,-0.016169480844605413,0.008519693409080549,-0.0052285642060936974,-0.004125631103860295,-0.002213851382863106,0.014481292333978596
XNR_RS00010,-0.0027756262369628016,0.06851173623646421,-0.006019104568277086,0.0073863587822421495,-0.014181601411306408,-0.011580189802682425,-0.000238430573753394,-0.00423968925072534,0.010098855169353563,0.004701710795153275
XNR_RS00015,-0.014789571299395312,0.013877566467914612,-0.0033097129003508362,-0.007209351395107378,-0.00974797748345945,0.009124756194753846,-0.0003263668125723301,3.9103614606417166e-05,-0.0004798069941850893,-0.007359973105940196
XNR_RS00020,-0.026088709634188176,0.022040542574606345,0.0076894581904679935,0.0036501121660847224,-0.022254621910033558,0.005089377384654064,0.010307656270660897,-0.001489713858780434,0.006545476619963424,0.0035079157980577986
XNR_RS00025,-0.02860277326305246,0.01748103225372824,0.007790064644914095,0.0014540368028814236,-0.020149365190460126,0.011026919838861273,0.008905788668069865,0.00383781162322128,0.00451356653941346,0.0017204436486339964
XNR_RS00030,-0.02563832895007275,0.022369579795345023,0.009004332530391798,-0.0018598388024761922,-0.0028827122688644497,-0.013650625587380167,0.001019542489063732,-0.0009415454098669554,-0.0014735238917231816,0.0013789554132545298
XNR_RS00035,-0.008776424971250528,0.002556649876926361,-0.00867132294449705,-0.0005574971366367348,-0.01389315072197171,0.02831797513809253,0.015119702092352909,0.02369298503037489,-0.012636196047193127,0.003765470912399802
XNR_RS00040,-0.003982387015184654,-0.0011061868863208723,-0.007125353076751224,0.00027787920819973797,-0.017289260131432047,0.021887364613863203,0.016243644315316143,0.027796492709448416,-0.010572576253392217,0.005691943447913718
XNR_RS00045,0.004719159568099941,0.003599182323773835,-0.001812983266989757,-0.002258124544269879,-0.014360619293302658,0.02347377272607763,0.0167166854649691,0.03066261048827241,-0.010163445508684811,0.00730563898660665
XNR_RS00050,-0.017832346277024184,-0.001258248435831102,-0.013723953998205671,0.004907850449276577,-0.010955997717773874,0.03903123082749469,0.015425745765390549,0.00443973841956918,-0.010322560589189378,-0.0014925539155845955
XNR_RS00055,-0.005125993454643367,-0.008322743481939017,0.003434130260197924,-0.006609977837243253,-0.004297852014720035,0.00023131234177881392,0.00031972742102447923,0.0005858133187360581,0.0012586334395121017,0.001211785274390547
XNR_RS00060,-0.0030871932885597766,-0.0028554262566584093,-0.0055604585861049926,0.004218033463677318,-1.0784908654396538e-05,-0.012954025315059377,0.0007400896922900958,-0.010568453609254904,0.006250402037382838,0.02014395237631973
XNR_RS00065,-0.010036569489747934,-0.005243431812659084,-0.012687885725298796,0.00039607462780275493,0.0006803655528706716,-0.012901526538632085,0.004989634229357562,-0.011116788746364199,0.004235600957610847,0.01677092995497369
XNR_RS00070,-0.005125993454643367,-0.008322743481939017,0.003434130260197924,-0.006609977837243253,-0.004297852014720035,0.00023131234177881392,0.00031972742102447923,0.0005858133187360581,0.0012586334395121017,0.001211785274390547
XNR_RS00075,-0.005609666221795433,-0.01898218374385896,-0.006672484582268264,-0.004759872461530852,-0.008487274671710007,-0.016620216395686983,-0.0009515526039221836,-0.023282161228717485,0.009232537275702073,0.043343903394992216
XNR_RS00080,-0.01119117335137569,-0.008944537000861029,-0.0009174478830352452,-0.0044777181732646295,-0.0035208303968664455,-0.012088319662638687,0.001464768584620718,-0.02205588961182404,0.008423139266999204,0.0519291470561896
XNR_RS00085,-0.01752775562584194,-0.01054662533974374,0.0013601122849665136,0.003912773045717569,-0.0035448811592983676,-0.005201420550912347,0.0015063506042483981,-0.029269135227318457,0.01046862245796977,0.050527878690287006
XNR_RS00090,-0.015685510367188685,-0.012921951488744018,0.0069655433041948996,0.004755925031819075,-0.009311702915972905,-0.0007324187858661652,-0.0022637619357221317,-0.03497294913066409,0.012842583982377975,0.05811167067637674
XNR_RS31480,-0.014369050682038151,-0.00036947309688952,0.0034268717691200213,0.0008177681028153301,-0.007613832879647877,-0.002770839619181763,-0.0017103326576058079,-0.020855346019381354,0.008150359592095625,0.04969223993205695
XNR_RS00100,-0.005339679182782893,-0.01105077686418155,0.004201661518571253,-0.0036342406599743533,-0.008919092845287316,-0.004669359658827412,0.004097867528887119,-0.009729877666444557,0.005972997023120188,0.041981332425964885
XNR_RS31485,0.007939073933649957,0.010984172782440248,0.00376364923597191,-0.0015007727308172076,-0.004253924686065301,-0.011773318844226674,-0.004112648424311978,0.0006528893578008201,0.00217297912761957,0.04786969044930596
XNR_RS00110,0.018134179551574054,0.015344172593661174,0.005026647147289994,-0.0030674576136501593,-0.0012642997167262638,-0.007183144758263439,-0.006976782622321522,-0.0025385818488930585,0.0014542965250961698,0.04981157641477763
XNR_RS31490,0.0073599750307689026,0.015186524422990328,0.00038022210407512693,-0.004094465724284342,0.002072393036131835,-0.007282080286986928,-0.006563923202916001,0.0005808721941822989,0.0016474677201007404,0.03820493670708569
XNR_RS00115,-0.004992061253010115,0.005303877800027223,0.0005697772199832103,-0.006551244961026806,-0.003352880946446727,-0.003244998546046475,-0.0003407452432200042,-0.0009930738948697457,0.000594975045161327,0.0011124819143046817
XNR_RS00120,-0.0051759223355369866,0.006150885083621763,-0.0007241470523736619,-0.004780324977803998,-0.00012829605995321006,-0.004406402167446718,-0.00016711182013336,0.0007294554046060768,0.0023252959553887297,0.0033868641578798948
XNR_RS00125,0.00867032035048098,0.0048099961601423555,-0.009332961066207363,0.042626198368513835,0.01586156801642438,0.008267119981039791,-0.020944314267646376,0.0457548239164648,-0.012791301668722568,0.0011048895829719732
XNR_RS00130,-0.06657411876644605,-0.004707629338933534,0.0118535740857233,-0.0116411257889321,0.032793279343168204,-0.040366252944840975,-0.02335472034633526,0.008415095521708348,0.012073957065755434,-0.009039557960064788
XNR_RS00135,-0.048257118815167054,0.0018109394185359248,0.007284812964303168,-0.01171933247679888,0.029839900953499993,-0.036161080783574676,-0.01858976052674705,0.009790084025019274,0.008355007590214823,-0.007895281828539505
XNR_RS00140,-0.05774722257234659,-0.009351551877209582,0.010551397855793489,-0.015499868045383303,0.02107907320774121,-0.03753368699143598,-0.014166028856790474,0.015688188257693164,0.0031890235062478913,0.003244105521348677
XNR_RS00145,-0.0755218808747454,-0.009715465706690053,0.01854158101448994,-0.020196375482948,0.02118362106870645,-0.03803455881058786,-0.018248269903805202,0.013619909814413102,0.010890524758819586,-0.0008246938420041657
XNR_RS00150,-0.0517381447794881,-0.009108731462976534,0.009815859311413218,-0.015984625361430665,0.030448906285486705,-0.024541668429857198,-0.019441823270681332,0.004999123929920033,0.011822962599585865,-0.004897415983366521
XNR_RS00155,-0.008889480168324315,0.006819979583279414,0.0034183323128221337,-0.0008439358784377785,-0.003859468640653052,0.001422728035917877,-0.003091169026748199,-0.004533794234620746,0.002169299373192855,0.0044331252571498956
XNR_RS00160,-0.00691577106141569,0.008544666996036936,0.001075272851160199,-0.0023452605718160186,0.000516294547195935,-0.0034567534222404678,0.00118502336846483,1.6777002696136946e-05,0.0019883214481488483,0.003791861699258857
