Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
XNR_RS30570,-0.018577312362790675,0.008031523980119436,-0.017049755567957212,0.013095802433892809,0.00043398250199177505,-0.0159775314806726,0.004015553743754946,-0.000552962719153311,0.011087354589474107,-0.010233442716743249,-0.0003858910384082581,0.0036483454032166913,0.026655141480972235,-0.019367736683710966,-0.038635107813655305,-0.02544629922796382,0.012187351883196943,-0.005823666148100596,-0.013343838774773227,0.01429809720169792
XNR_RS00005,-0.01626022196055706,0.006555112111655021,-0.018056740365948797,0.01378805980534314,0.007655423524335368,-0.02190828993100905,-0.006180921152005644,-0.00853263980111464,0.022524588623072387,-0.000310452081727862,-0.00661564910266416,0.013720338284130128,0.031599675557274456,-0.026447796131927145,-0.03139967406202304,-0.0395047203343031,0.017206943348049012,0.0156645677124981,-0.010316545516760216,0.014858043892427208
XNR_RS00010,0.006853157448262692,-0.0010336986709055312,-0.008145530790424788,0.031041453410479054,-0.02873515416664517,-0.027686899098926354,0.0009663173039462013,0.015615904434209505,0.0017017857562675901,-0.009952029494328656,-0.005897312011727257,0.010748899670603503,0.011829897237825206,0.022082577414541435,-0.04716771464555613,0.01773433315347829,-0.0007823144118723003,0.0068727339254682305,0.017239068674619943,0.006429306675534112
XNR_RS00015,-0.0014602211990780009,0.005762809137572786,-0.01220685505989681,0.007610517286078826,-0.007930785851362832,-0.01154242136688794,0.008236249901695818,-0.0030024794839959984,0.00021731496026735508,-0.011576775163871327,0.0022285711874499305,-0.0011497365668961183,0.0017154062663207095,-0.006297373414156834,-0.00376887553097331,0.00016952575410842193,-0.0076578347808387995,0.016034597580370343,0.0007404931238272725,-0.006127922579031897
XNR_RS00020,-0.00464965809040268,0.006496357364143347,-0.01780111576865697,0.00036338340688529493,-0.007188731075559154,-0.027947582482559494,0.010243988701664956,0.006204264246404987,0.002274577782050967,-0.014352032995769705,-0.009788105400832345,0.008906402192696165,0.0024587069198149514,0.006387678414230828,-0.0060653826360917915,0.0060997494101486,-0.0034243977758798647,0.018905606864328482,0.004338408763448104,0.004685614411973897
XNR_RS00025,-0.00525928393600347,0.0063009740141168015,-0.01675753095701055,0.0017549184927626075,-0.005032531560103336,-0.021067585318419443,0.016453709117794705,0.007789666623496525,0.005047717930373037,-0.022989427749933605,-0.00906604197464681,0.007654721390779678,0.0008508242897758561,0.006282904557178294,-0.0015912673356507998,0.005835473124790532,-0.004389657285004999,0.0165893914982142,0.005236036507385522,0.0034753700503903488
XNR_RS00030,0.00039579700894839685,0.008632373890167161,-0.019828384946876804,0.01638278536616562,-0.000629701021870067,-0.02509379039548439,0.014035529040674032,0.00481984778362036,-0.0004243059832966151,0.004319480116557001,-0.00253437469265461,0.006183340194443253,0.008741075524454845,0.009492187817305448,-0.009682408175548668,-0.0017404170680437629,-0.00387432457323219,-0.002636400041912106,0.009022939063457256,0.00594953833633105
XNR_RS00035,0.0003916960879244258,-4.868255854044276e-05,-0.014542287304716975,-0.02369235242707771,-0.005616391484411314,0.0033147103582513962,0.012584478717873483,0.006196055676902722,0.00778711260641083,-0.029158386806897876,-0.014181300445967162,-0.0033751577206318235,0.001801590951724781,0.01452730090293389,-0.005742745439767772,-0.0016049643113936602,-0.005519068745069773,0.018597482153635273,-0.02812993597035389,-0.0043185371772863895
XNR_RS00040,0.0038596053894807197,-0.005065925085620566,-0.012195767434007711,-0.029034084861368305,-0.006521820953640476,0.00221712024676095,0.004771888307443043,0.0032716924696492883,0.015815926999383768,-0.030151822518425613,-0.016071600429293294,-0.00116098023310357,6.409202318764323e-05,0.01508391316965569,-0.00021779720534158435,0.00023415453965674188,-0.005522164092140564,0.016782614548806977,-0.027512809676620467,-0.0037097594025154363
XNR_RS00045,0.0018462009923493937,-0.003559031190271153,-0.01169309593085705,-0.03236779871719903,-0.008618315406628621,0.002418970776509471,0.009395320473004802,0.004367018193788451,0.01105503677382412,-0.027594915875209583,-0.01764802424673474,0.0012356186837224241,0.0010144652293012637,0.018344434214352823,0.001384421901665876,0.0003837828518161512,-0.0036710843383295634,0.014207425524169374,-0.022661157994734463,-0.0025405207880116387
