,BGC-19-20 deletion,Glutamine,Prophages,Surugamide repressor,ArsR,Paulomycin-1,UC-1,Cyclofaulknamycin-1,Leucine,UC-2,ABC transporter,Histidine,UC-3,Cysteine,UC-4,UC-5,Minimycin deletion,RpoH,Isorenieratene/streptamidine,Mannitol/xylose,WhiH,WblA,Sucrose,Sulfate,Phosphate,Ribosomal,Phospholipid,Glycerol,RpoE,Carbohydrate metabolism-1,Phenylacetate,WhiB3,Potassium,Mce transporters,Nitrogen/Ammonia/Urea,Stress,Cyclofaulknamycin-2,Cytochrome,Transketolase,Carbohydrate metabolism-2,Fructose,BGC-1 related,UC-6,zwf,UC-7,NRPS BGC-14 related,Paulomycin-2,Surugamide F,Minimycin/dudomycin,SigK,Mms,NDH,SAL-2242,araBAD,LAP/Thiopeptide BGC-11,Cell membrane,Candicidin/antimycin,DNA damage,SigE,Glycosyltransferase,Lipid metabolism,Large genome deletion,SGR PTMs,Iron acquisition,RpoS,UC-8,Cellobiose,Paulomycin-3,Fatty Acid,Nitrate,Nucleotide,Translation,Cell motility,Quorum sensing,Serine protease,Surugamide,Amino acid transport,UC-9
XNR_RS03030,0.11236258947140418,0.14273204650109544,-0.15652623635450685,-0.06994913327337202,-0.3730205383892338,0.0009967167998035523,0.4716138414484768,-0.27388515112045214,-0.43798840426277413,-0.27135079161089937,-0.04772020578350569,0.2098717241115697,0.11945485787953568,-0.461416171831428,-0.0002044398781700488,0.2775164203446057,-0.24720835319334508,-0.21104855649808968,0.28349787944302,-0.1271783995658693,0.5190577927790444,0.44976136132634564,-0.4312841662183082,-0.05663447945147564,0.35027500928087546,-0.14450076997965447,-0.045346849917384274,0.3017376231344861,0.13415831291347677,-0.08414293648637927,0.2236288483780041,0.3913923282343054,0.21698715851156186,0.23658211272687468,0.16566985334189702,0.2382628054363633,0.34498968823787307,0.10000700771253783,-0.23302729127586122,0.16786019787231946,0.1518606055937762,0.2330759398587685,0.127461024666569,-0.1655412820870705,0.12522782305120436,-0.24750256128997508,-0.3349182732764647,-0.16753934888504976,-0.17247602175054974,0.18290650958579785,-0.12009192265570297,-0.2307662904702638,0.2959727660599686,-0.1461270226082706,0.030400151968906605,0.4952176705552714,0.11812860484551468,-0.07680742516371117,-0.4458173512120736,0.3040287397295023,-0.12781430604244357,0.0010326240871875267,0.43183899172337026,-0.07913792394489041,-0.13712008497285813,0.2557345964976495,-0.11352436396321472,0.0005924702418355805,-0.03193489892967326,0.4413428398841932,0.17132698855426257,-0.41218380592921977,0.028334903794531546,-0.17431192660550457,-0.07797962435185898,-0.49910144909070586,-0.4225297378941766,0.11247146963314912
XNR_RS03370,0.3076449510589464,0.08186919438525855,-0.11430737448810396,0.05701440171798995,-0.1810624966336918,0.10465294738018693,-0.11839733035109797,-0.015441871024498614,0.25027900541447146,0.23549794430779727,-0.10151048058429264,-0.4966365875567349,-0.14726099790984837,-0.07092673812989055,-0.4109432670650831,-0.17924280797303943,-0.5876360784840639,-0.44187449939739465,0.19607058446060013,0.24685854671624957,-0.4548416633413816,-0.3328344923086011,0.2879306919855514,-0.4702366232323624,-0.31673181136627804,-0.2019315804013392,0.001871232992542288,0.0856035522731919,-0.3066824040971373,0.09712052512670348,-0.0605715397681895,-0.17372582701143066,-0.3906672326890678,0.3200688724938016,0.31079205105321284,-0.1207046631404166,0.07044720209837554,0.06446805959914724,-0.006805589258856213,0.23419369896604386,0.5637252999851158,0.2515936754525621,0.04153604425631085,-0.2355292183968091,0.2298767163828157,-0.32981248867038204,0.009749986824342128,0.40540543671079976,0.2178222925181375,0.6216252217419782,-0.6098499480792208,-0.16509533674375343,0.077759547429183,0.4307942054904559,0.49582230294283386,-0.44670229210114965,0.508132711017572,-0.009642264962190204,-0.03291366208578483,0.010795931356849517,0.11140004250959507,0.2314809613191642,0.05245649281941124,0.2476809394273019,0.27166932399898297,0.18118527639055312,0.3950421302519475,-0.07816031908837189,0.20695860063509566,0.05716498066508404,0.2291585706351362,0.14718223353752224,0.041554577049799354,0.3556773185827741,0.17967717032042618,0.4459308645721907,-0.14785173070229443,0.28551795393326684
XNR_RS05170,0.20555242492915546,0.14161892059219225,0.1752443577778949,-0.1715007334932173,-0.1089409724735893,0.04472252643674033,-0.034366169775446244,-0.03342910540468381,0.0714514478455338,0.1578930298742839,-0.1643401254090969,-0.19176402657370925,0.025556143070849132,-0.1861312156527974,-0.12255562589008084,0.10105642714382432,-0.2596843981098867,-0.159441676430167,-0.06998272396156993,-0.06492558793839467,-0.017741095716666017,-0.04084801429805017,0.13131468741258456,-0.411013923340258,-0.059500112644635415,0.1944478067307631,-0.0625093749873311,0.058816715884746865,-0.2306435107134025,0.16554244038666358,0.15709843635346438,-0.0027642819787695267,-0.03495111106992713,0.20925550872807702,0.04364762441440716,0.08297073729823143,0.09112053323480065,-0.1258579380298135,0.12856372587913492,0.10297804616866348,0.01281253094831725,0.05487154747088179,0.22797826334983717,-0.231288683586721,0.15524515700461405,-0.2285354054540853,0.12662009916202815,-0.03066192767693171,-0.029866175856519114,0.13595251898308244,-0.19065900876195724,-0.31459474861713504,0.3057407065280027,0.22555741720040143,0.17705593834139605,-0.034676594066378665,0.12326334694142303,-0.14034363274026465,-0.18601770229268028,0.1102151020259239,0.12625986798859537,-0.015273917583509055,0.19611923304350745,0.28856544016253255,-0.13966139427996913,0.13863282424135717,0.16295711569501736,0.017915998955213768,-0.06864257133243255,0.12601199187568665,0.020093602190112872,-0.010653460506906652,-0.15559148858293045,0.12587299592452286,0.050451476223873824,0.11008305587231831,-0.22080028077182132,0.14222355297975464
XNR_RS05970,-0.10890622348579837,-0.10457881620623292,0.07773406483813632,-0.1419386112798689,-0.10519966478809777,-0.13660464165395914,0.3000569304249975,-0.2551369139076453,-0.3738649387925537,-0.3639359946810883,0.1618231403934396,0.3307090125553884,0.13516024206144892,-0.21474005730108084,0.26230447178932387,0.39225989462948596,0.0641970174943779,-0.05422289969878419,0.06556960251212014,-0.1363231748528525,0.7894975817600245,0.5241728437818713,-0.5794573250576689,0.36033947444472564,0.2822654486760346,0.28217162640899907,-0.021104797734829314,0.02243336736803637,0.27401951387324375,-0.12758264612383727,0.028958068975582462,0.5898032570226256,0.3709101165307306,-0.19191344722121034,-0.28270212762260744,0.3111430158299014,0.27957587702101566,-0.11942474209011686,-0.32182948787520943,-0.19704008121996744,-0.3791722675278238,-0.052325604965398696,0.11791547772039689,-0.16483703593450744,0.05797347378101998,0.06144489766133521,-0.30505035997055596,-0.3183939712822782,-0.49222114950809903,-0.1579416784571913,0.13188920401072815,-0.014826813940598921,0.28379672073802215,-0.565058502816695,-0.3563340744520229,0.7158945924204348,-0.35998387646966495,-0.03547813738475643,-0.2416461985476081,0.06207617093953733,-0.19131228973242698,-0.3136322016553259,0.2877638968441548,-0.1974362196807842,-0.1313123708133985,-0.01841754267899638,-0.5649507809545431,-0.11313980849832828,-0.2889164049392211,0.5053609000914477,-0.1790980205239105,-0.26745195518075554,0.19608216745653045,-0.12048111131896153,-0.09480160934145455,-0.6494371532702562,-0.030073511483671735,-0.15180964041168282
XNR_RS07195,-0.25357205115745984,0.0971101004303662,0.024416376271306193,-0.0865579911378498,-0.09189427736294564,-0.2700210636780993,0.030217140633207632,-0.08468733729510404,-0.38185141448650545,-0.19728332413450406,-0.07605684702742678,0.36786958009902304,0.0896379097557204,-0.15118647523063192,0.199381004697484,0.17608065008406357,-0.03235420338235064,0.01820789045265769,-0.01261793661668797,-0.22650838116628025,0.3119688834397328,0.20317559416425499,-0.2410855815445809,0.20460493586205578,0.3685576100572837,0.05877965029776986,0.012858862932038508,-0.18143894400142702,-0.13846487080036762,0.06386690211036394,-0.001934939470159017,0.22030337024641083,0.3187854765447228,-0.21611380061841612,-0.05443371022471591,0.2394558540171857,0.1936485800115714,-0.09908731783567086,-0.31847505225379036,-0.23350682730737624,-0.17372235211265158,-0.26789558392488655,0.08060664782885427,-0.16587023917149146,0.004649993716224708,-0.08151591300938395,-0.32618701094419367,-0.35039663073814376,-0.4598779499718823,-0.2178361921132539,-0.18157909825218382,-0.15912082744289727,0.044566155991681095,-0.27998128187857657,-0.2180863848253487,0.31927775387176116,0.024883171007297866,0.1434108100626119,-0.208039294155394,0.12155485504170169,-0.361088894281417,-0.26335852441898244,0.13643552991337654,0.020267347129067585,-0.09216068626934289,-0.21368252977264315,-0.35976959104495415,-0.232282504637542,-0.15137643636388906,0.23053810545043663,-0.28490521344855324,-0.33713757529671284,-0.05968312398033439,-0.1290247291171614,0.036996668151220644,-0.41151778366322667,-0.12495098944846984,-0.43028455366952206
XNR_RS07380,-0.17659146020459043,0.1348428679729583,-0.03845265073966116,0.26626701469708436,0.17773006870454036,-0.1576231460691076,-0.011569675484994518,0.058171543011428364,0.1755953225545834,0.32493720568331275,-0.1622389699473379,-0.290606364045454,0.04403333817888663,0.1536165877768119,0.032710959657004324,-0.20499412452531435,-0.12355060524049484,-0.01130442487819032,-0.2805581150759063,0.052173867718711575,-0.6180819832868951,-0.567053094715895,0.20010494194312864,-0.23389485767104176,-0.1776478294334351,0.033553043461138174,-0.19905436421224912,-0.289466597245911,-0.24848479934486573,0.2899310753827166,-0.19672734032984895,0.04190322522730181,-0.23438829329767313,-0.1074120170107878,0.12450851900393183,0.2509149118910457,-0.09757689516635787,-0.03707427422395375,-0.1195000315636639,-0.056003206173273506,0.21915086215134458,-0.2550396167418306,0.05669239443112722,-0.2683785948551807,0.33026422551166434,-0.4292096516471889,-0.0458819843293648,0.272663145049804,-0.03503914183899751,-0.05350591225069772,-0.44242237510489846,-0.20506825569926834,-0.4020104606036246,0.4452764253021279,0.2319106904681789,-0.6277850589777195,0.37273328009016204,0.37035760762485453,0.08215876928351641,-0.217840825311626,0.28811370332125025,-0.053212862453660775,-0.30403337292787436,0.10148847289202505,0.8473789707233986,-0.2863611960369938,0.1752895314620231,-0.1288428760810555,0.18486287759842793,0.11910389310284715,0.08268232069956662,0.1153845931096232,0.07913560734570435,0.1635281573943819,0.5043485462471382,0.5650295453268692,-0.024004021616187,-0.06527886931426925
XNR_RS07515,-0.0181120334938668,0.12752620807093534,-0.15812610348126419,0.10164748902800361,0.041464798649150515,-0.31344996781819423,-0.03013073176689962,0.12597449276137127,0.02080480112140076,0.39165491346285053,-0.20041106968485398,-0.0874503654920852,0.37373228306947925,0.08821492846656245,0.01091934939003444,-0.16691568161587975,0.01595561837721614,-0.18834950954810045,-0.24056973991927247,0.11383763475591921,-0.4024856430535706,-0.3273765982411726,0.19836528451375265,-0.13643510436671932,-0.05334796075852599,0.10481810851458585,0.0261075087209003,-0.25249808074986707,-0.35538335089639944,0.35668137030988695,-0.08194377443272503,-0.08191365528524563,-0.2071542834339936,0.06859983367059828,0.11810876155424904,0.22781196410424498,-0.1475809265772239,-0.3538368485162068,0.11138697873696973,-0.14562549884856082,0.09480001669143523,-0.03263177943643965,0.3389869503801097,-0.29015222802849794,0.22732079031458077,-0.34549731995065847,-0.0736951825239896,0.21673622683306745,0.036594184973105556,-0.055556505168891025,-0.30368325503362176,-0.384121651306751,0.10713670365612563,0.3229844156385506,0.13160909019751885,-0.42330144924808877,0.03441691813896915,0.40856218105754105,0.214639470797001,0.016635036838626622,0.15225866186652576,-0.25886248829801567,-0.18748648012994049,0.14482386615410894,0.2994862676752412,-0.23036514106749936,0.12536226316741483,-0.20266131753019045,-0.07465783681458145,0.10944139765267492,-0.008799424778983834,-0.07116517413571936,-0.1487503603995494,-0.007612614525420255,0.40745704003079664,0.38951297870556495,-0.18918473667627939,0.021900674718151505
XNR_RS07520,0.002955572588503032,-0.02860065255592166,-0.032000458766878515,0.028557792988696647,0.05787952880401206,-0.3371895365759913,0.07350705370759598,0.035669585231343864,-0.011208356012680908,0.18714050845459596,-0.1261895703939052,0.04113533841921436,0.3650743185225871,0.07967883138799739,0.06564116475512495,0.009677574442739008,0.1095635334106467,-0.17696483633870141,-0.22439242257321992,0.05994315904756218,-0.13659749502949198,-0.14978781643465916,0.06861121692714994,0.03019919857674634,-0.03234796877140561,0.24052152025000467,0.08252030485834734,-0.1643119970738695,-0.17216746072620473,0.2758719754605245,-0.09585020944866625,0.025913821037586257,-0.09538165012589551,0.02388378342780708,0.005470386654597518,0.20794361569227024,-0.12665407543328974,-0.35708332596848635,0.10188819577732469,-0.13818909085022613,-0.07734356415757523,-0.04917266564058543,0.3415704793663964,-0.24564208016671157,0.13952526681763286,-0.16681580665648732,-0.15721758033144864,0.1180393024210628,-0.018922498929841772,-0.14069637553288922,-0.11682127985519529,-0.25560519199650367,0.20746115596931847,0.10404797045546064,0.00653840073517749,-0.1602808810213551,-0.15790796687377584,0.35391924737726704,0.15444039621193623,-0.007258904811230355,0.1014138446211452,-0.28470278385889913,-0.1291764188828156,0.057822189653265084,0.229083228450995,-0.23037596566783577,-0.005486603788142117,-0.08487063085563233,-0.20869249975202617,0.1590952927225768,-0.09298441027799938,-0.08691051458220646,-0.0825834358425031,-0.06276262355095877,0.3666699686267075,0.18194175878687047,-0.05300685935720116,-0.02188733845179886
XNR_RS07755,0.20948716864668326,0.05564529159902679,-0.07247422638618055,-0.3076519008565046,-0.5594013676043295,-0.007403271848860435,0.6854567957147548,-0.3678637886010579,-0.6219124800410502,-0.3786417663142154,-0.022231823238848904,0.4249494257440192,0.1590849201555133,-0.3985795772090655,0.2552874928547394,0.3373738684136913,0.08203483122706202,-0.03194069042763842,0.07480935836573192,-0.42570811197745484,0.47226712241894653,0.5336106688658915,-0.4695462766749156,0.1351023270817974,0.3935154913883321,-0.1871343031003626,-0.09490353970564132,0.3023712130118743,0.1720312347068257,-0.15287875093605086,0.18325979096167244,0.16658491002039183,0.3998896140487841,0.3160449397076104,0.061522503734068305,0.3106947538873982,0.38167651124795776,0.23566473944919378,-0.27046700902141635,0.34607269835735743,-0.11488073278665452,0.0772765364988889,0.03302022564834372,-0.10898382955853148,-0.030284322009603463,-0.04766229080385412,-0.3020897462107676,-0.28402258915866324,-0.0967857765443174,-0.13916448375455862,-0.11721354816701984,-0.25328247625920197,0.12493940645253952,-0.1423926647203372,-0.1413258707951553,0.44131967389233256,0.13394634408795197,-0.2595581434542463,-0.4653624985448861,0.19803158567160237,-0.22016784919402618,0.20048833910842204,0.33600823319350726,-0.467421955221296,-0.07365800857025868,0.3379090028256718,-0.07308465027170813,0.03276887463665589,-0.023846492871534727,0.05508235799681352,0.3447557117200806,-0.5111975717407331,0.18011616586618512,-0.24292496129831484,-0.0011866779330607083,-0.536727653070739,-0.4446648431170074,0.13000117567408692
XNR_RS07760,0.163311555370485,0.10072862835899642,-0.10668460486636408,-0.2433280495566898,-0.564616032372157,0.018005188023877187,0.6246321674854879,-0.38234369181354383,-0.5650654526142531,-0.47164859043626767,0.018453449966380354,0.4524845236695626,0.06674875149782616,-0.4400189034493583,0.18764627152048247,0.37468385660482695,-0.002104051210741607,-0.03565999042086236,0.20512385407973385,-0.35692249064528286,0.6124190565765644,0.6046769820967423,-0.546522234429413,0.13769807646978083,0.38673480557072604,-0.2373906058428106,-0.030942236178445316,0.3445889165786841,0.24163809045045692,-0.2179809795623828,0.19073661483469037,0.29435346322891065,0.39306375454704984,0.2553604657291003,0.07489970573398838,0.2348701459283742,0.34354065544699075,0.26116007179140877,-0.30246271867972374,0.255717222003754,-0.10658499110136338,0.07309391666845237,-0.0340441624885835,-0.12419925301259244,-0.06915338145295942,0.04059318838758325,-0.342080039660178,-0.31353027129113914,-0.1149166400740385,-0.06492558793839467,-0.017925265351958018,-0.2016593799969768,0.19051885451120043,-0.25612726005968717,-0.21921920182733343,0.5740932396423402,0.10445951134815068,-0.26841334384297166,-0.42859459456328913,0.21628522895818478,-0.19363931361482717,0.16603240111451587,0.36903251289042655,-0.38245604687406787,-0.15560422987845382,0.3284260040575235,-0.14175559994416995,-0.050371553551954655,-0.046661519955474955,0.13793552788635227,0.1995477998388805,-0.5071852219504722,0.15039883150737055,-0.21427210426549614,-0.06133949239836935,-0.628803204319994,-0.37801049303601325,0.032545322815200825
