,XNR_RS03030,XNR_RS03370,XNR_RS05170,XNR_RS05970,XNR_RS07380,XNR_RS07515,XNR_RS07760,XNR_RS07865,XNR_RS08220,XNR_RS09755,XNR_RS10635,XNR_RS13665,XNR_RS14315,XNR_RS14320,XNR_RS14400,XNR_RS14850,XNR_RS16255,XNR_RS16370,XNR_RS17300,XNR_RS18855,XNR_RS19540,XNR_RS19730,XNR_RS19800,XNR_RS22170,XNR_RS25815,XNR_RS26190,XNR_RS27425,XNR_RS27905,XNR_RS28030,XNR_RS29215,XNR_RS07675
XNR_RS30570,0.08209622110549271,0.4895130450595916,0.3261325708633212,-0.04742599768687571,0.2197346451462324,0.14300281616035396,0.09203211501451639,-0.11707686881504213,0.005080881164832403,-0.09720276439780873,0.15453048615571366,-0.0006121613349171149,-0.0670927664769565,-0.2160825265294043,0.04830862197676567,-0.038824464909024255,0.3515896793189662,-0.020614837006977017,-0.12791276150785125,-0.13173167526607588,0.2432191693949448,-0.1922308213097009,-0.009127979942884246,0.47132426655021886,0.35461515785596426,0.2728079324989329,-0.015014565450196677,0.4365270866057546,0.5497078420676519,0.44162689847245135,0.3517622659583278
XNR_RS00005,0.1896246472253802,0.37901126388439244,0.19660108567420853,-0.08136533406228988,0.0035808831918566907,-0.0099700170300585,0.21127674151791687,-0.30415383608554963,0.02443722566398076,-0.41456758649167846,0.014575462928911098,-0.047847618738739155,-0.2897978709295181,-0.06163485879459236,0.14722856552124353,-0.17681153712726644,0.2615596851510046,-0.0209495855893631,-0.11203247408739023,0.0018770244905074451,0.0848228583474887,-0.28541486526948706,-0.1335003987446349,0.634178872731253,0.2783700871446699,0.4249112018574492,0.0847141672380209,0.5854018574562456,0.5705203879341807,0.42835965280911553,0.29385423610431416
XNR_RS00010,0.2875513675026494,0.07636746616602857,0.13834001824471723,0.2455776397389853,0.23992681790232567,0.4156588738490792,0.20305950564894415,0.5009210023241072,0.2790574704998361,0.03810149297839139,0.3847412173412643,0.036780438903427706,0.457617533150484,-0.08765926419301978,0.1679620931119542,0.4739931596167699,0.2864834044538844,0.17732182783597353,0.012785440490529704,0.1522200629446645,0.2905983054633614,0.2611268110693777,0.2219561967308885,0.27263752993825235,0.007943119964106491,-0.04205017631162347,0.32937591966829943,0.1980200524845252,-0.09171088880965418,0.13039982619899154,0.06894558630164473
XNR_RS00015,0.10383866276628582,-0.23163617346463045,0.21635588523335972,0.17543200231196596,-0.05554220293524699,0.12999481973549754,0.26641296044580637,0.29399902355344304,0.3263028409034968,0.017024108268579558,0.28368899887587024,0.1338027149384161,0.13125445583374692,-0.054627146256752156,0.401137102710479,0.27462877945917835,0.19823312980078986,0.1628065367479233,-0.009987438240913573,0.25435274508316297,0.4756620985261216,0.03501945074591598,0.15805171691852926,0.11405023197845099,-0.2956264344816522,-0.03385304305573332,0.34705754200725997,0.043302580230585495,-0.15722926046249025,0.030171532536584566,-0.03174262119723004
XNR_RS00020,0.3384649866303269,-0.376709722593039,-0.0474514802779224,0.5238855854827995,-0.15691774161695146,-0.037182666777703204,0.5040554964501013,0.2283813516082121,0.5100948705281672,-0.1737154023150934,0.18921229257026098,-0.09328655347376943,0.14859072584264846,0.4416277815840789,0.09530894456320232,0.08119969722048638,-0.15170423514871698,0.3703541327260754,0.10562128583996122,0.5284933012638786,-0.012534539045989704,0.2761253025333749,0.04370901429283782,0.02336579854042668,-0.5584226044482179,-0.14523976512000852,0.3348121250899255,-0.05260163400985859,-0.1966083940085122,-0.16854984888573454,-0.24937321513272084
XNR_RS00025,0.26507744101504105,-0.4255169925446047,-0.03599589730284149,0.5285350000492277,-0.17588721405202734,-0.10952075002199567,0.45904281596530655,0.252251589621404,0.5301855769692975,-0.12524288094591376,0.24625623092787324,-0.06913369035987789,0.13428456756911716,0.3974652930005693,0.11935756071372104,0.04706113331507081,-0.17908296262920106,0.3349240647744298,0.08693443850558502,0.5251064332538546,0.01816734996690159,0.22176977753118862,0.08632401462005745,-0.021878541862974315,-0.6084275561789781,-0.16035325820988272,0.329303367153081,-0.10212775288418564,-0.2413778272034193,-0.21894859875205303,-0.29298087821116847
XNR_RS00030,0.04817657582316008,-0.0996189773488723,0.033679298116778604,0.2825573401734785,0.19277753871761177,0.2439419260082169,-0.07065337942593514,0.3405591922945278,0.3456082202205518,0.3072453376993506,0.21684121276283988,0.03147042079286765,0.4757304382021105,-0.07976688062390648,0.17781346627523864,0.2998113709112748,0.12679731899976196,0.16242082298344385,-0.0794321320415204,0.15529148898833534,0.23406049451284525,0.46589531635768056,0.5358647198739307,-0.09065026360002988,-0.1774196444136079,-0.2906191053409773,0.030607750307280922,-0.06104218865661817,-0.08955453586553767,-0.12059113932480071,-0.010407900993183986
XNR_RS00035,0.23088791192753214,-0.11127031295517555,0.10697533806421497,0.319714432818334,-0.17018027195716146,-0.17300264547859306,0.44086677875145724,-0.05169317338760353,0.46357292567365255,-0.09773905710938229,0.18559608124081686,0.0842112761623681,-0.09887534901014611,0.32012215427508106,0.30372989843450016,-0.08264641341218264,-0.01766117304474685,0.3209109562979355,0.23408481880429888,0.32512253361819776,0.009482419618351867,-0.03169628921350878,-0.03633527908359969,0.08446610207283504,-0.31596849193447035,0.0695390952174389,0.21110920372313913,0.15782694457487004,0.0944248410607836,0.0037005626795301024,-0.04765302440710987
XNR_RS00040,0.24785352606666358,0.011105197348188912,-0.030724475854955406,0.14232200844516232,-0.22152653461665203,-0.37674072253117236,0.48887366368423824,-0.46512504712831465,0.28957084420928386,-0.33807116476869625,-0.06324373692931302,-0.11874945342737953,-0.3979205047406306,0.35487925016317545,0.3060407061225979,-0.4128996350777132,-0.06463948793891591,0.18057021930665343,0.2653554329173686,0.21263658524013576,-0.25548787868433376,-0.22444081639271915,-0.25210448557308895,0.23449254026104596,-0.1647304723719485,0.3233445437428945,0.028981939821661896,0.3121653663234317,0.2641484771844332,0.2089040478316781,-0.023095914735250356
XNR_RS00045,0.24140990543062973,-0.14820964527654112,-0.04731480092594469,0.28259208916126943,-0.298933379819757,-0.331057505591781,0.5000593628541429,-0.29225230776715166,0.38844677236922653,-0.2735087037527169,-0.0410182843382258,-0.06464759603606712,-0.27325040294347086,0.48139915641040637,0.252325720795358,-0.3400414323764427,-0.19818679781706858,0.29658087334631017,0.22493772691812966,0.34225262629953973,-0.25200139690930917,-0.035538368963594066,-0.176906517693895,0.07610897050911321,-0.36688039224657415,0.11316065789100284,0.0474340489954599,0.13464862813096795,0.09620071497611396,-0.009915759683811764,-0.1379447942830965
