Geneid,0,1,2,3,4
XNR_RS30570,0.017907785429116384,0.01135762185421049,-0.012520446710434037,0.0011456443284063257,-0.004799718111900254
XNR_RS00005,0.03069122700767347,0.009998540577468693,-0.01438633423445946,0.019261844260724508,-0.0014797024445846747
XNR_RS00010,-0.010647933981721695,0.014665686747973566,0.007467812026590662,0.012744929448267061,-0.0016788448098724654
XNR_RS00015,-0.005516770586800953,-0.006936231422771784,-0.0011064056245742413,0.010176759781142873,0.0012925617213454838
XNR_RS00020,-0.009493696685095065,-0.00014739951425496702,-0.002180761085040868,0.02141506708074819,0.00838815588092844
XNR_RS00025,-0.00979375127990868,-0.004591085559287707,-0.0023470179849059917,0.019981730245475476,0.007194278433450079
XNR_RS00030,-0.00654922273257375,-0.0017118807693262742,7.708378960536862e-05,-0.0013009147598228871,0.00320759420197251
XNR_RS00035,-0.0010455343888705897,-0.012999165021891633,-0.0025844040644280044,0.02323805762444119,0.006691355102370882
XNR_RS00040,0.005731836231292733,-0.013521192041269378,-0.002190966788350569,0.022433943084759784,0.008074364050273397
XNR_RS00045,0.0015119641992908347,-0.013806315501484956,-0.0034392338294414776,0.02146838444379827,0.009741839014125515
XNR_RS00050,-0.002510302846910889,-0.021326774816097887,-0.00014204414718773503,0.037901127552896395,0.005265551720389949
XNR_RS00055,-0.0002651648796144278,-0.002587921721381069,-0.0019832663241537997,-0.002019433567934775,0.0017185125175556773
XNR_RS00060,0.014750470176537028,0.021602123258371898,0.01476052966828406,0.004321916696949383,-0.0024360062942685606
XNR_RS00065,0.014812520569094599,0.014804104166340664,0.01648102971037917,0.005501002947609074,-0.000643802195207441
XNR_RS00070,-0.0002651648796144278,-0.002587921721381069,-0.0019832663241537997,-0.002019433567934775,0.0017185125175556773
XNR_RS00075,0.04139291473235949,0.025871687360766903,0.0019045483819150233,0.000263749862254061,-0.004167502901422414
XNR_RS00080,0.03768242341221033,0.022398261507985837,0.0015332493227950587,0.006648151487422664,-0.0025381977052908265
XNR_RS00085,0.035902504880394634,0.017914442237645115,0.0008606540728117025,0.020833416100191005,-0.0026800888954479525
XNR_RS00090,0.03477707320777709,0.027086291926167766,-0.0033224969520421403,0.022349263729557377,-0.004154117616544731
XNR_RS31480,0.03679535486495192,0.022416357482010412,-0.0005976575366171019,0.02093342410263385,-0.004142382481895261
XNR_RS00100,0.04131280933372958,0.017201980273617187,-0.0011661880787454892,0.01073064003985772,0.0022712569346741685
XNR_RS31485,0.03682754625491286,0.02784761946561178,0.001799198901522907,0.004817944234584235,-0.0069061038357793305
XNR_RS00110,0.039993596153711855,0.02744791543082058,-0.0012186374701477752,0.008861514129089663,-0.008109648295589168
XNR_RS31490,0.027749083092921935,0.024230543258115248,0.00016023657036429005,0.005602406453867102,-0.006321805111843026
XNR_RS00115,0.0011804819186710413,-0.001362219789907327,-0.0008435232236288472,-0.00034618650018038583,0.0007317097905919787
XNR_RS00120,6.795257147310342e-05,-0.001252580835561313,0.0019240705334185857,0.0002773072787846579,-0.00040134865128751295
XNR_RS00125,0.010478832177623217,0.030703237428204487,0.007295297299137072,0.00797510112617633,-0.029070049492222017
XNR_RS00130,0.01091839896283373,0.011693038724444993,0.02388275466138959,-0.03578234591222608,-0.015314438463471903
XNR_RS00135,0.011874058279821227,0.01440633633220362,0.02206545627357467,-0.03220375249481818,-0.01171055138666484
XNR_RS00140,0.018417794998349536,0.01964828087858853,0.014854148751726456,-0.0344427602869805,-0.009522576763853602
XNR_RS00145,0.016745255519528365,0.021761156436471963,0.020714102802648675,-0.038220426165878583,-0.007615778845887627
XNR_RS00150,0.01541705466776958,0.01263795863826317,0.020626693363166377,-0.027292379942773396,-0.011698454083498122
XNR_RS00155,-0.01053136369723749,-0.00028730540499379795,-0.002088049341728809,0.008867776183613037,-0.004824897780067617
XNR_RS00160,-0.0014353211499230961,0.006325126834783244,-0.00027453062462852993,0.0019400032567600486,0.001320304367586492
XNR_RS30400,-0.0019972016094271547,-0.007770680879132083,0.06392597155743109,0.0038157368975514374,0.008688233601706624
XNR_RS00165,-0.0024769477359167795,-0.004266954738834427,0.022099678978981515,0.00630270747357241,0.000329818240663734
XNR_RS00170,-0.005272986944786364,0.015567541503384097,-0.004120456853254676,0.03823194054761339,0.014856058622042825
XNR_RS00175,0.008956002261263104,-0.010682154777071273,-0.0025131919783307165,0.01900891141941673,0.03844002381485594
XNR_RS00180,0.007278871819717363,-0.005818527377338059,0.003959224842446425,0.009256161213058037,-0.0005215654814316119
XNR_RS31495,-0.0040697699314589985,-0.001737682802449288,-0.003424473618217509,0.005069118590815007,0.0011345641011893228
XNR_RS00185,0.003377883030453126,-0.000272503399835243,0.004052978575686764,-0.003935253351053893,0.0013414433420478541
XNR_RS00190,-0.009273860975064864,-0.006323091506363919,-0.0010327104031752146,0.006859359529336341,0.0023218671197726914
XNR_RS00195,0.002487671332244378,0.000504649363882897,-9.146407374153258e-05,0.012097647942057296,-0.0009107442875475746
XNR_RS00200,-0.003115439142510291,0.02154144091897696,0.003848875423296118,0.03663314172279278,-0.0062693138456606165
XNR_RS00205,-0.0075776966085248235,0.011242747003946528,0.010461548029580558,0.00028364693851494103,0.00913592049923044
XNR_RS00210,-0.009746292674525741,0.018750851704830783,0.0009349034936837619,0.000252835498802457,3.4327032312063166e-05
XNR_RS00215,-0.019729213450239372,0.020512099158225952,0.0014338310412846881,-0.010503165706345996,0.007437738761780224
XNR_RS00220,-0.0042543500908232305,0.01066514404021859,0.009765001220750875,-0.007875786101253009,0.002158082764945285
XNR_RS00225,-0.004143860590021756,-0.004887560725292475,0.0023652298413410987,0.0010936322623295454,0.005095932616513761
XNR_RS00230,-0.009367434376529355,-0.00625536162217203,0.002558828108919787,0.004135488320519953,-0.003278365180542519
XNR_RS00235,-0.012267825270812653,-0.004223736620119157,-0.0006994349335810199,-0.0012164551642224728,-0.002985267243384841
