Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000000	Mtu	n0	1.0	Terminal	Mtu_YP_177759.1	Mtu_YP_177717.1, Mtu_YP_177895.1, Mtu_YP_177774.1, Mtu_YP_177775.1, Mtu_YP_177842.1, Mtu_YP_177697.1, Mtu_YP_177698.1, Mtu_YP_177695.1, Mtu_YP_177810.1, Mtu_YP_177696.1, Mtu_YP_177880.2, Mtu_YP_178002.1, Mtu_YP_177792.1, Mtu_YP_177975.1, Mtu_YP_177794.1, Mtu_YP_177999.1, Mtu_YP_177837.1, Mtu_YP_177834.1, Mtu_YP_177779.1, Mtu_YP_177907.1, Mtu_YP_177843.1, Mtu_YP_177766.1, Mtu_YP_177858.1, Mtu_YP_177978.1, Mtu_YP_177980.1, Mtu_YP_177982.1, Mtu_YP_177979.1, Mtu_YP_177773.1, Mtu_YP_177888.1, Mtu_YP_177854.1, Mtu_YP_177812.1, Mtu_YP_177813.1, Mtu_YP_177875.1, Mtu_YP_177708.1, Mtu_YP_177707.1, Mtu_YP_177751.1, Mtu_YP_177760.1, Mtu_YP_177831.1, Mtu_YP_177902.1, Mtu_YP_177749.1, Mtu_YP_178001.1, Mtu_YP_178000.1, Mtu_YP_177750.1, Mtu_YP_177846.1, Mtu_YP_177847.1, Mtu_YP_177896.1, Mtu_YP_177799.1, Mtu_YP_177869.1, Mtu_YP_177878.1, Mtu_YP_177784.1, Mtu_YP_177809.1, Mtu_YP_177924.1, Mtu_YP_177693.1, Mtu_YP_177736.1, Mtu_YP_177797.1, Mtu_YP_177826.1, Mtu_YP_177867.1, Mtu_YP_177882.1, Mtu_YP_177993.1, Mtu_YP_177825.1, Mtu_YP_177739.1, Mtu_YP_177713.1, Mtu_YP_177793.1, Mtu_NP_214664.1, Mtu_YP_177786.1, Mtu_YP_177783.1, Mtu_YP_177763.1, Mtu_YP_177798.1, Mtu_YP_177761.1, Mtu_YP_177811.1, Mtu_YP_177962.1, Mtu_YP_177692.1, Mtu_YP_177832.1, Mtu_YP_177909.1, Mtu_YP_177886.1, Mtu_YP_177887.1, Mtu_YP_177752.1, Mtu_YP_178019.1, Mtu_YP_177994.1, Mtu_YP_177865.1, Mtu_YP_177891.1, Mtu_YP_177780.1, Mtu_YP_177781.1, Mtu_YP_177965.1, Mtu_YP_177814.1, Mtu_YP_177968.1
OG0000000	Mtu	n1	1.0	Terminal	Mtu_YP_177717.1	Mtu_YP_177895.1, Mtu_YP_177774.1, Mtu_YP_177775.1, Mtu_YP_177842.1, Mtu_YP_177697.1, Mtu_YP_177698.1, Mtu_YP_177695.1, Mtu_YP_177810.1, Mtu_YP_177696.1, Mtu_YP_177880.2, Mtu_YP_178002.1, Mtu_YP_177792.1, Mtu_YP_177975.1, Mtu_YP_177794.1, Mtu_YP_177999.1, Mtu_YP_177837.1, Mtu_YP_177834.1, Mtu_YP_177779.1, Mtu_YP_177907.1, Mtu_YP_177843.1, Mtu_YP_177766.1, Mtu_YP_177858.1, Mtu_YP_177978.1, Mtu_YP_177980.1, Mtu_YP_177982.1, Mtu_YP_177979.1, Mtu_YP_177773.1, Mtu_YP_177888.1, Mtu_YP_177854.1, Mtu_YP_177812.1, Mtu_YP_177813.1, Mtu_YP_177875.1, Mtu_YP_177708.1, Mtu_YP_177707.1, Mtu_YP_177751.1, Mtu_YP_177760.1, Mtu_YP_177831.1, Mtu_YP_177902.1, Mtu_YP_177749.1, Mtu_YP_178001.1, Mtu_YP_178000.1, Mtu_YP_177750.1, Mtu_YP_177846.1, Mtu_YP_177847.1, Mtu_YP_177896.1, Mtu_YP_177799.1, Mtu_YP_177869.1, Mtu_YP_177878.1, Mtu_YP_177784.1, Mtu_YP_177809.1, Mtu_YP_177924.1, Mtu_YP_177693.1, Mtu_YP_177736.1, Mtu_YP_177797.1, Mtu_YP_177826.1, Mtu_YP_177867.1, Mtu_YP_177882.1, Mtu_YP_177993.1, Mtu_YP_177825.1, Mtu_YP_177739.1, Mtu_YP_177713.1, Mtu_YP_177793.1, Mtu_NP_214664.1, Mtu_YP_177786.1, Mtu_YP_177783.1, Mtu_YP_177763.1, Mtu_YP_177798.1, Mtu_YP_177761.1, Mtu_YP_177811.1, Mtu_YP_177962.1, Mtu_YP_177692.1, Mtu_YP_177832.1, Mtu_YP_177909.1, Mtu_YP_177886.1, Mtu_YP_177887.1, Mtu_YP_177752.1, Mtu_YP_178019.1, Mtu_YP_177994.1, Mtu_YP_177865.1, Mtu_YP_177891.1, Mtu_YP_177780.1, Mtu_YP_177781.1, Mtu_YP_177965.1, Mtu_YP_177814.1, Mtu_YP_177968.1
OG0000000	Mtu	n2	1.0	Terminal	Mtu_YP_177895.1, Mtu_YP_177774.1, Mtu_YP_177775.1	Mtu_YP_177842.1, Mtu_YP_177697.1, Mtu_YP_177698.1, Mtu_YP_177695.1, Mtu_YP_177810.1, Mtu_YP_177696.1, Mtu_YP_177880.2, Mtu_YP_178002.1, Mtu_YP_177792.1, Mtu_YP_177975.1, Mtu_YP_177794.1, Mtu_YP_177999.1, Mtu_YP_177837.1, Mtu_YP_177834.1, Mtu_YP_177779.1, Mtu_YP_177907.1, Mtu_YP_177843.1, Mtu_YP_177766.1, Mtu_YP_177858.1, Mtu_YP_177978.1, Mtu_YP_177980.1, Mtu_YP_177982.1, Mtu_YP_177979.1, Mtu_YP_177773.1, Mtu_YP_177888.1, Mtu_YP_177854.1, Mtu_YP_177812.1, Mtu_YP_177813.1, Mtu_YP_177875.1, Mtu_YP_177708.1, Mtu_YP_177707.1, Mtu_YP_177751.1, Mtu_YP_177760.1, Mtu_YP_177831.1, Mtu_YP_177902.1, Mtu_YP_177749.1, Mtu_YP_178001.1, Mtu_YP_178000.1, Mtu_YP_177750.1, Mtu_YP_177846.1, Mtu_YP_177847.1, Mtu_YP_177896.1, Mtu_YP_177799.1, Mtu_YP_177869.1, Mtu_YP_177878.1, Mtu_YP_177784.1, Mtu_YP_177809.1, Mtu_YP_177924.1, Mtu_YP_177693.1, Mtu_YP_177736.1, Mtu_YP_177797.1, Mtu_YP_177826.1, Mtu_YP_177867.1, Mtu_YP_177882.1, Mtu_YP_177993.1, Mtu_YP_177825.1, Mtu_YP_177739.1, Mtu_YP_177713.1, Mtu_YP_177793.1, Mtu_NP_214664.1, Mtu_YP_177786.1, Mtu_YP_177783.1, Mtu_YP_177763.1, Mtu_YP_177798.1, Mtu_YP_177761.1, Mtu_YP_177811.1, Mtu_YP_177962.1, Mtu_YP_177692.1, Mtu_YP_177832.1, Mtu_YP_177909.1, Mtu_YP_177886.1, Mtu_YP_177887.1, Mtu_YP_177752.1, Mtu_YP_178019.1, Mtu_YP_177994.1, Mtu_YP_177865.1, Mtu_YP_177891.1, Mtu_YP_177780.1, Mtu_YP_177781.1, Mtu_YP_177965.1, Mtu_YP_177814.1, Mtu_YP_177968.1
OG0000000	Mtu	n3	1.0	Terminal	Mtu_YP_177895.1	Mtu_YP_177774.1, Mtu_YP_177775.1
OG0000000	Mtu	n4	1.0	Terminal	Mtu_YP_177774.1	Mtu_YP_177775.1
OG0000000	Mtu	n5	1.0	Terminal	Mtu_YP_177842.1, Mtu_YP_177697.1, Mtu_YP_177698.1, Mtu_YP_177695.1, Mtu_YP_177810.1, Mtu_YP_177696.1, Mtu_YP_177880.2, Mtu_YP_178002.1, Mtu_YP_177792.1, Mtu_YP_177975.1, Mtu_YP_177794.1, Mtu_YP_177999.1, Mtu_YP_177837.1, Mtu_YP_177834.1, Mtu_YP_177779.1, Mtu_YP_177907.1, Mtu_YP_177843.1, Mtu_YP_177766.1, Mtu_YP_177858.1, Mtu_YP_177978.1, Mtu_YP_177980.1, Mtu_YP_177982.1, Mtu_YP_177979.1, Mtu_YP_177773.1, Mtu_YP_177888.1, Mtu_YP_177854.1, Mtu_YP_177812.1, Mtu_YP_177813.1, Mtu_YP_177875.1	Mtu_YP_177708.1, Mtu_YP_177707.1, Mtu_YP_177751.1, Mtu_YP_177760.1, Mtu_YP_177831.1, Mtu_YP_177902.1, Mtu_YP_177749.1, Mtu_YP_178001.1, Mtu_YP_178000.1, Mtu_YP_177750.1, Mtu_YP_177846.1, Mtu_YP_177847.1, Mtu_YP_177896.1, Mtu_YP_177799.1, Mtu_YP_177869.1, Mtu_YP_177878.1, Mtu_YP_177784.1, Mtu_YP_177809.1, Mtu_YP_177924.1, Mtu_YP_177693.1, Mtu_YP_177736.1, Mtu_YP_177797.1, Mtu_YP_177826.1, Mtu_YP_177867.1, Mtu_YP_177882.1, Mtu_YP_177993.1, Mtu_YP_177825.1, Mtu_YP_177739.1, Mtu_YP_177713.1, Mtu_YP_177793.1, Mtu_NP_214664.1, Mtu_YP_177786.1, Mtu_YP_177783.1, Mtu_YP_177763.1, Mtu_YP_177798.1, Mtu_YP_177761.1, Mtu_YP_177811.1, Mtu_YP_177962.1, Mtu_YP_177692.1, Mtu_YP_177832.1, Mtu_YP_177909.1, Mtu_YP_177886.1, Mtu_YP_177887.1, Mtu_YP_177752.1, Mtu_YP_178019.1, Mtu_YP_177994.1, Mtu_YP_177865.1, Mtu_YP_177891.1, Mtu_YP_177780.1, Mtu_YP_177781.1, Mtu_YP_177965.1, Mtu_YP_177814.1, Mtu_YP_177968.1
OG0000000	Mtu	n6	1.0	Terminal	Mtu_YP_177842.1, Mtu_YP_177697.1, Mtu_YP_177698.1, Mtu_YP_177695.1, Mtu_YP_177810.1, Mtu_YP_177696.1, Mtu_YP_177880.2, Mtu_YP_178002.1, Mtu_YP_177792.1, Mtu_YP_177975.1, Mtu_YP_177794.1, Mtu_YP_177999.1, Mtu_YP_177837.1, Mtu_YP_177834.1, Mtu_YP_177779.1, Mtu_YP_177907.1, Mtu_YP_177843.1, Mtu_YP_177766.1, Mtu_YP_177858.1, Mtu_YP_177978.1	Mtu_YP_177980.1, Mtu_YP_177982.1, Mtu_YP_177979.1, Mtu_YP_177773.1, Mtu_YP_177888.1, Mtu_YP_177854.1, Mtu_YP_177812.1, Mtu_YP_177813.1, Mtu_YP_177875.1
OG0000000	Mtu	n7	1.0	Terminal	Mtu_YP_177842.1, Mtu_YP_177697.1, Mtu_YP_177698.1, Mtu_YP_177695.1, Mtu_YP_177810.1, Mtu_YP_177696.1, Mtu_YP_177880.2, Mtu_YP_178002.1	Mtu_YP_177792.1, Mtu_YP_177975.1, Mtu_YP_177794.1, Mtu_YP_177999.1, Mtu_YP_177837.1, Mtu_YP_177834.1, Mtu_YP_177779.1, Mtu_YP_177907.1, Mtu_YP_177843.1, Mtu_YP_177766.1, Mtu_YP_177858.1, Mtu_YP_177978.1
OG0000000	Mtu	n8	1.0	Terminal	Mtu_YP_177842.1	Mtu_YP_177697.1, Mtu_YP_177698.1, Mtu_YP_177695.1, Mtu_YP_177810.1, Mtu_YP_177696.1, Mtu_YP_177880.2, Mtu_YP_178002.1
OG0000000	Mtu	n9	1.0	Terminal	Mtu_YP_177697.1, Mtu_YP_177698.1, Mtu_YP_177695.1, Mtu_YP_177810.1, Mtu_YP_177696.1	Mtu_YP_177880.2, Mtu_YP_178002.1
OG0000000	Mtu	n10	1.0	Terminal	Mtu_YP_177697.1, Mtu_YP_177698.1, Mtu_YP_177695.1, Mtu_YP_177810.1	Mtu_YP_177696.1
OG0000000	Mtu	n11	1.0	Terminal	Mtu_YP_177697.1, Mtu_YP_177698.1	Mtu_YP_177695.1, Mtu_YP_177810.1
OG0000000	Mtu	n12	1.0	Terminal	Mtu_YP_177697.1	Mtu_YP_177698.1
OG0000000	Mtu	n13	1.0	Terminal	Mtu_YP_177695.1	Mtu_YP_177810.1
OG0000000	Mtu	n14	1.0	Terminal	Mtu_YP_177880.2	Mtu_YP_178002.1
OG0000000	Mtu	n15	1.0	Terminal	Mtu_YP_177792.1, Mtu_YP_177975.1, Mtu_YP_177794.1, Mtu_YP_177999.1, Mtu_YP_177837.1, Mtu_YP_177834.1, Mtu_YP_177779.1, Mtu_YP_177907.1, Mtu_YP_177843.1, Mtu_YP_177766.1	Mtu_YP_177858.1, Mtu_YP_177978.1
OG0000000	Mtu	n16	1.0	Terminal	Mtu_YP_177792.1, Mtu_YP_177975.1, Mtu_YP_177794.1, Mtu_YP_177999.1, Mtu_YP_177837.1, Mtu_YP_177834.1, Mtu_YP_177779.1, Mtu_YP_177907.1, Mtu_YP_177843.1	Mtu_YP_177766.1
OG0000000	Mtu	n17	1.0	Terminal	Mtu_YP_177792.1, Mtu_YP_177975.1, Mtu_YP_177794.1, Mtu_YP_177999.1, Mtu_YP_177837.1, Mtu_YP_177834.1, Mtu_YP_177779.1, Mtu_YP_177907.1	Mtu_YP_177843.1
OG0000000	Mtu	n18	1.0	Terminal	Mtu_YP_177792.1	Mtu_YP_177975.1, Mtu_YP_177794.1, Mtu_YP_177999.1, Mtu_YP_177837.1, Mtu_YP_177834.1, Mtu_YP_177779.1, Mtu_YP_177907.1
OG0000000	Mtu	n19	1.0	Terminal	Mtu_YP_177975.1, Mtu_YP_177794.1, Mtu_YP_177999.1, Mtu_YP_177837.1, Mtu_YP_177834.1	Mtu_YP_177779.1, Mtu_YP_177907.1
OG0000000	Mtu	n20	1.0	Terminal	Mtu_YP_177975.1, Mtu_YP_177794.1, Mtu_YP_177999.1	Mtu_YP_177837.1, Mtu_YP_177834.1
OG0000000	Mtu	n21	1.0	Terminal	Mtu_YP_177975.1, Mtu_YP_177794.1	Mtu_YP_177999.1
OG0000000	Mtu	n22	1.0	Terminal	Mtu_YP_177975.1	Mtu_YP_177794.1
OG0000000	Mtu	n23	1.0	Terminal	Mtu_YP_177837.1	Mtu_YP_177834.1
OG0000000	Mtu	n24	1.0	Terminal	Mtu_YP_177779.1	Mtu_YP_177907.1
OG0000000	Mtu	n25	1.0	Terminal	Mtu_YP_177858.1	Mtu_YP_177978.1
OG0000000	Mtu	n26	1.0	Terminal	Mtu_YP_177980.1, Mtu_YP_177982.1, Mtu_YP_177979.1, Mtu_YP_177773.1, Mtu_YP_177888.1, Mtu_YP_177854.1	Mtu_YP_177812.1, Mtu_YP_177813.1, Mtu_YP_177875.1
OG0000000	Mtu	n27	1.0	Terminal	Mtu_YP_177980.1, Mtu_YP_177982.1, Mtu_YP_177979.1	Mtu_YP_177773.1, Mtu_YP_177888.1, Mtu_YP_177854.1
OG0000000	Mtu	n28	1.0	Terminal	Mtu_YP_177980.1	Mtu_YP_177982.1, Mtu_YP_177979.1
OG0000000	Mtu	n29	1.0	Terminal	Mtu_YP_177982.1	Mtu_YP_177979.1
OG0000000	Mtu	n30	1.0	Terminal	Mtu_YP_177773.1	Mtu_YP_177888.1, Mtu_YP_177854.1
OG0000000	Mtu	n31	1.0	Terminal	Mtu_YP_177888.1	Mtu_YP_177854.1
OG0000000	Mtu	n32	1.0	Terminal	Mtu_YP_177812.1, Mtu_YP_177813.1	Mtu_YP_177875.1
OG0000000	Mtu	n33	1.0	Terminal	Mtu_YP_177812.1	Mtu_YP_177813.1
OG0000000	Mtu	n34	1.0	Terminal	Mtu_YP_177708.1, Mtu_YP_177707.1, Mtu_YP_177751.1, Mtu_YP_177760.1, Mtu_YP_177831.1, Mtu_YP_177902.1, Mtu_YP_177749.1, Mtu_YP_178001.1, Mtu_YP_178000.1, Mtu_YP_177750.1, Mtu_YP_177846.1, Mtu_YP_177847.1, Mtu_YP_177896.1, Mtu_YP_177799.1, Mtu_YP_177869.1, Mtu_YP_177878.1, Mtu_YP_177784.1, Mtu_YP_177809.1, Mtu_YP_177924.1, Mtu_YP_177693.1, Mtu_YP_177736.1, Mtu_YP_177797.1, Mtu_YP_177826.1, Mtu_YP_177867.1	Mtu_YP_177882.1, Mtu_YP_177993.1, Mtu_YP_177825.1, Mtu_YP_177739.1, Mtu_YP_177713.1, Mtu_YP_177793.1, Mtu_NP_214664.1, Mtu_YP_177786.1, Mtu_YP_177783.1, Mtu_YP_177763.1, Mtu_YP_177798.1, Mtu_YP_177761.1, Mtu_YP_177811.1, Mtu_YP_177962.1, Mtu_YP_177692.1, Mtu_YP_177832.1, Mtu_YP_177909.1, Mtu_YP_177886.1, Mtu_YP_177887.1, Mtu_YP_177752.1, Mtu_YP_178019.1, Mtu_YP_177994.1, Mtu_YP_177865.1, Mtu_YP_177891.1, Mtu_YP_177780.1, Mtu_YP_177781.1, Mtu_YP_177965.1, Mtu_YP_177814.1, Mtu_YP_177968.1
OG0000000	Mtu	n35	1.0	Terminal	Mtu_YP_177708.1, Mtu_YP_177707.1, Mtu_YP_177751.1, Mtu_YP_177760.1, Mtu_YP_177831.1, Mtu_YP_177902.1, Mtu_YP_177749.1, Mtu_YP_178001.1, Mtu_YP_178000.1, Mtu_YP_177750.1, Mtu_YP_177846.1, Mtu_YP_177847.1, Mtu_YP_177896.1, Mtu_YP_177799.1, Mtu_YP_177869.1, Mtu_YP_177878.1, Mtu_YP_177784.1	Mtu_YP_177809.1, Mtu_YP_177924.1, Mtu_YP_177693.1, Mtu_YP_177736.1, Mtu_YP_177797.1, Mtu_YP_177826.1, Mtu_YP_177867.1
OG0000000	Mtu	n36	1.0	Terminal	Mtu_YP_177708.1, Mtu_YP_177707.1, Mtu_YP_177751.1, Mtu_YP_177760.1, Mtu_YP_177831.1, Mtu_YP_177902.1, Mtu_YP_177749.1, Mtu_YP_178001.1, Mtu_YP_178000.1, Mtu_YP_177750.1	Mtu_YP_177846.1, Mtu_YP_177847.1, Mtu_YP_177896.1, Mtu_YP_177799.1, Mtu_YP_177869.1, Mtu_YP_177878.1, Mtu_YP_177784.1
OG0000000	Mtu	n37	1.0	Terminal	Mtu_YP_177708.1, Mtu_YP_177707.1, Mtu_YP_177751.1, Mtu_YP_177760.1, Mtu_YP_177831.1, Mtu_YP_177902.1, Mtu_YP_177749.1, Mtu_YP_178001.1	Mtu_YP_178000.1, Mtu_YP_177750.1
OG0000000	Mtu	n38	1.0	Terminal	Mtu_YP_177708.1, Mtu_YP_177707.1, Mtu_YP_177751.1, Mtu_YP_177760.1, Mtu_YP_177831.1, Mtu_YP_177902.1, Mtu_YP_177749.1	Mtu_YP_178001.1
OG0000000	Mtu	n39	1.0	Terminal	Mtu_YP_177708.1, Mtu_YP_177707.1, Mtu_YP_177751.1, Mtu_YP_177760.1, Mtu_YP_177831.1	Mtu_YP_177902.1, Mtu_YP_177749.1
OG0000000	Mtu	n40	1.0	Terminal	Mtu_YP_177708.1, Mtu_YP_177707.1, Mtu_YP_177751.1, Mtu_YP_177760.1	Mtu_YP_177831.1
OG0000000	Mtu	n41	1.0	Terminal	Mtu_YP_177708.1, Mtu_YP_177707.1, Mtu_YP_177751.1	Mtu_YP_177760.1
OG0000000	Mtu	n42	1.0	Terminal	Mtu_YP_177708.1, Mtu_YP_177707.1	Mtu_YP_177751.1
OG0000000	Mtu	n43	1.0	Terminal	Mtu_YP_177708.1	Mtu_YP_177707.1
OG0000000	Mtu	n44	1.0	Terminal	Mtu_YP_177902.1	Mtu_YP_177749.1
OG0000000	Mtu	n45	1.0	Terminal	Mtu_YP_178000.1	Mtu_YP_177750.1
OG0000000	Mtu	n46	1.0	Terminal	Mtu_YP_177846.1, Mtu_YP_177847.1, Mtu_YP_177896.1, Mtu_YP_177799.1, Mtu_YP_177869.1	Mtu_YP_177878.1, Mtu_YP_177784.1
OG0000000	Mtu	n47	1.0	Terminal	Mtu_YP_177846.1, Mtu_YP_177847.1, Mtu_YP_177896.1, Mtu_YP_177799.1	Mtu_YP_177869.1
OG0000000	Mtu	n48	1.0	Terminal	Mtu_YP_177846.1, Mtu_YP_177847.1	Mtu_YP_177896.1, Mtu_YP_177799.1
OG0000000	Mtu	n49	1.0	Terminal	Mtu_YP_177846.1	Mtu_YP_177847.1
OG0000000	Mtu	n50	1.0	Terminal	Mtu_YP_177896.1	Mtu_YP_177799.1
OG0000000	Mtu	n51	1.0	Terminal	Mtu_YP_177878.1	Mtu_YP_177784.1
OG0000000	Mtu	n52	1.0	Terminal	Mtu_YP_177809.1, Mtu_YP_177924.1, Mtu_YP_177693.1, Mtu_YP_177736.1	Mtu_YP_177797.1, Mtu_YP_177826.1, Mtu_YP_177867.1
OG0000000	Mtu	n53	1.0	Terminal	Mtu_YP_177809.1, Mtu_YP_177924.1, Mtu_YP_177693.1	Mtu_YP_177736.1
OG0000000	Mtu	n54	1.0	Terminal	Mtu_YP_177809.1, Mtu_YP_177924.1	Mtu_YP_177693.1
OG0000000	Mtu	n55	1.0	Terminal	Mtu_YP_177809.1	Mtu_YP_177924.1
OG0000000	Mtu	n56	1.0	Terminal	Mtu_YP_177797.1, Mtu_YP_177826.1	Mtu_YP_177867.1
OG0000000	Mtu	n57	1.0	Terminal	Mtu_YP_177797.1	Mtu_YP_177826.1
OG0000000	Mtu	n58	1.0	Terminal	Mtu_YP_177882.1, Mtu_YP_177993.1, Mtu_YP_177825.1	Mtu_YP_177739.1, Mtu_YP_177713.1, Mtu_YP_177793.1, Mtu_NP_214664.1, Mtu_YP_177786.1, Mtu_YP_177783.1, Mtu_YP_177763.1, Mtu_YP_177798.1, Mtu_YP_177761.1, Mtu_YP_177811.1, Mtu_YP_177962.1, Mtu_YP_177692.1, Mtu_YP_177832.1, Mtu_YP_177909.1, Mtu_YP_177886.1, Mtu_YP_177887.1, Mtu_YP_177752.1, Mtu_YP_178019.1, Mtu_YP_177994.1, Mtu_YP_177865.1, Mtu_YP_177891.1, Mtu_YP_177780.1, Mtu_YP_177781.1, Mtu_YP_177965.1, Mtu_YP_177814.1, Mtu_YP_177968.1
OG0000000	Mtu	n59	1.0	Terminal	Mtu_YP_177882.1	Mtu_YP_177993.1, Mtu_YP_177825.1
OG0000000	Mtu	n60	1.0	Terminal	Mtu_YP_177993.1	Mtu_YP_177825.1
OG0000000	Mtu	n61	1.0	Terminal	Mtu_YP_177739.1, Mtu_YP_177713.1, Mtu_YP_177793.1, Mtu_NP_214664.1	Mtu_YP_177786.1, Mtu_YP_177783.1, Mtu_YP_177763.1, Mtu_YP_177798.1, Mtu_YP_177761.1, Mtu_YP_177811.1, Mtu_YP_177962.1, Mtu_YP_177692.1, Mtu_YP_177832.1, Mtu_YP_177909.1, Mtu_YP_177886.1, Mtu_YP_177887.1, Mtu_YP_177752.1, Mtu_YP_178019.1, Mtu_YP_177994.1, Mtu_YP_177865.1, Mtu_YP_177891.1, Mtu_YP_177780.1, Mtu_YP_177781.1, Mtu_YP_177965.1, Mtu_YP_177814.1, Mtu_YP_177968.1
OG0000000	Mtu	n62	1.0	Terminal	Mtu_YP_177739.1, Mtu_YP_177713.1, Mtu_YP_177793.1	Mtu_NP_214664.1
OG0000000	Mtu	n63	1.0	Terminal	Mtu_YP_177739.1, Mtu_YP_177713.1	Mtu_YP_177793.1
OG0000000	Mtu	n64	1.0	Terminal	Mtu_YP_177739.1	Mtu_YP_177713.1
